MONTH,SECTOR,DISTRICT,PSU,HUNIT,HHOLD,SERNO,SEX,BYEAR,BMONTH,AGE,EDU,CUEDU,P21,Q2,Q4,Q6_A,Q47,Q48,Q50,Q51,Q52,employment_status
10,Rural,Gampaha,203,8,1,3,Male,2008,6.0,15,Passed Grade 10,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
10,Rural,Gampaha,204,7,1,3,Female,2004,7.0,19,Passed Grade 10,Does not attend,Not studying,2.0,2.0,2.0,2.0,,,,2.0,Not in Labour Force
10,Rural,Gampaha,204,7,1,4,Female,2007,12.0,15,Passed Grade 10,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
10,Rural,Gampaha,205,8,1,3,Male,2003,12.0,19,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed
10,Rural,Gampaha,205,8,1,4,Female,2007,9.0,16,Passed Grade 10,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
10,Urban,Gampaha,206,4,1,3,Male,2004,12.0,18,Passed G.C.E.(O/L)/ N.C.G.E. ,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
10,Rural,Gampaha,208,3,1,4,Female,1995,11.0,27,Degree ,Does not attend,Not studying,1.0,,,,,,,,Employed
10,Rural,Gampaha,209,1,1,3,Female,2008,7.0,15,Passed Grade 9,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
10,Rural,Gampaha,213,5,1,3,Male,2004,1.0,19,Passed Grade 10,Vocational / Technical Institution,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
10,Rural,Gampaha,213,9,1,1,Male,1994,9.0,29,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed
10,Rural,Gampaha,213,9,1,2,Female,1994,10.0,29,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed
10,Rural,Gampaha,215,2,1,3,Female,2003,8.0,20,Passed Grade 12,Other Educational Institution,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
10,Rural,Gampaha,215,2,1,4,Female,2006,8.0,17,Passed Grade 10,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
10,Rural,Gampaha,215,8,1,3,Male,2008,4.0,15,Passed Grade 9,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
10,Rural,Gampaha,216,7,1,3,Male,1998,1.0,25,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed
10,Rural,Gampaha,216,7,1,4,Male,2004,3.0,19,Passed Grade 12,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
10,Rural,Gampaha,217,2,1,3,Male,1997,1.0,26,Post Graduate Degree/ Diploma ,Does not attend,Not studying,1.0,,,,,,,,Employed
11,Rural,Gampaha,219,5,1,2,Male,2005,5.0,18,Passed G.C.E.(O/L)/ N.C.G.E. ,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
11,Rural,Gampaha,219,9,1,2,Male,1997,5.0,26,Passed Grade 12,Does not attend,Not studying,1.0,,,,,,,,Employed
11,Rural,Gampaha,219,9,1,3,Female,1998,5.0,25,Passed Grade 12,Does not attend,Not studying,1.0,,,,,,,,Employed
11,Rural,Gampaha,220,3,1,3,Female,2007,4.0,16,Passed Grade 10,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
11,Rural,Gampaha,220,9,1,1,Male,9999,,26,Passed Grade 8,Does not attend,Not studying,1.0,,,,,,,,Employed
11,Urban,Gampaha,221,3,1,2,Female,1997,2.0,26,Degree ,Does not attend,Currently studying/training,1.0,,,,,,,,Employed
11,Rural,Gampaha,222,4,1,2,Male,2007,11.0,16,Passed Grade 10,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
11,Rural,Gampaha,223,1,1,3,Female,2001,6.0,22, Passed G.C.E.(A/L)/ H.N.C.E. ,Vocational / Technical Institution,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
11,Rural,Gampaha,223,5,1,3,Male,2002,3.0,21,Passed Grade 10,Does not attend,Not studying,2.0,2.0,2.0,2.0,,,,2.0,Not in Labour Force
11,Rural,Gampaha,223,5,1,4,Female,2005,5.0,18,Passed Grade 12,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
11,Rural,Gampaha,224,4,1,2,Male,2003,10.0,20, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Currently studying/training,2.0,2.0,2.0,2.0,,,,2.0,Not in Labour Force
11,Rural,Gampaha,224,4,1,3,Female,2005,2.0,18,Passed Grade 12,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
11,Rural,Gampaha,224,4,1,4,Male,2006,12.0,16,Passed Grade 10,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
11,Rural,Gampaha,224,9,1,2,Female,2002,7.0,21,Passed Grade 12,Does not attend,Not studying,2.0,2.0,2.0,2.0,,,,2.0,Not in Labour Force
11,Rural,Gampaha,226,3,1,3,Female,2003,4.0,20,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed
11,Rural,Gampaha,226,8,1,4,Female,1995,12.0,27,Passed Grade 10,Does not attend,Not studying,2.0,2.0,2.0,2.0,,,,2.0,Not in Labour Force
11,Rural,Gampaha,226,8,1,7,Male,1995,5.0,28,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed
11,Rural,Gampaha,226,8,1,8,Female,2002,10.0,21,Passed Grade 10,Does not attend,Not studying,2.0,2.0,2.0,2.0,,,,2.0,Not in Labour Force
11,Urban,Gampaha,227,3,1,1,Male,2000,3.0,23,Passed Grade 12,Does not attend,Not studying,1.0,,,,,,,,Employed
11,Urban,Gampaha,227,7,1,2,Male,2002,9.0,21,Passed Grade 10,Does not attend,Not studying,2.0,2.0,2.0,1.0,1.0,,1.0,,Unemployed
11,Urban,Gampaha,227,7,1,3,Male,2005,5.0,18,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed
11,Urban,Gampaha,227,7,1,5,Male,1998,11.0,25,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed
11,Urban,Gampaha,227,7,1,6,Female,2003,2.0,20, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,2.0,2.0,2.0,2.0,,,,2.0,Not in Labour Force
11,Rural,Gampaha,228,9,1,2,Female,2003,10.0,20,Passed Grade 12,Does not attend,Not studying,2.0,2.0,2.0,2.0,,,,2.0,Not in Labour Force
11,Urban,Gampaha,230,5,1,7,Male,1997,5.0,26, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Currently studying/training,1.0,,,,,,,,Employed
11,Rural,Gampaha,232,2,1,3,Male,1996,7.0,27, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed
11,Rural,Gampaha,232,2,1,4,Male,2000,6.0,23, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Currently studying/training,1.0,,,,,,,,Employed
11,Rural,Gampaha,233,2,1,3,Female,2003,1.0,20,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed
11,Rural,Gampaha,233,2,1,4,Male,2007,12.0,15,Passed Grade 10,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
11,Rural,Gampaha,235,2,1,4,Female,2004,4.0,19,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed
11,Rural,Gampaha,235,8,1,3,Female,2001,12.0,21,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed
11,Rural,Gampaha,236,10,1,3,Male,2006,9.0,17,Passed Grade 10,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
11,Rural,Gampaha,238,7,1,5,Female,2007,5.0,16,Passed Grade 10,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
11,Rural,Gampaha,239,9,1,4,Female,1994,5.0,29, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,2.0,2.0,2.0,2.0,,,,2.0,Not in Labour Force
11,Rural,Gampaha,239,9,1,5,Male,2000,12.0,22, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,2.0,2.0,2.0,2.0,,,,2.0,Not in Labour Force
12,Urban,Gampaha,240,5,1,3,Female,2005,6.0,18,Passed Grade 12,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
12,Urban,Gampaha,240,10,1,3,Male,2001,4.0,22,Passed G.C.E.(O/L)/ N.C.G.E. ,Vocational / Technical Institution,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
12,Rural,Gampaha,241,5,1,1,Male,2000,6.0,23,Passed Grade 9,Does not attend,Not studying,1.0,,,,,,,,Employed
12,Urban,Gampaha,242,6,1,3,Female,1996,11.0,27, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed
12,Urban,Gampaha,242,6,1,4,Male,2001,2.0,22, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed
12,Urban,Gampaha,242,6,1,5,Male,2003,4.0,20, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,2.0,2.0,2.0,1.0,2.0,1.0,1.0,,Not in Labour Force
12,Urban,Gampaha,242,6,1,6,Male,2007,2.0,16,Passed G.C.E.(O/L)/ N.C.G.E. ,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
12,Urban,Gampaha,242,10,1,2,Female,1996,7.0,27,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Not studying,2.0,2.0,2.0,2.0,,,,2.0,Not in Labour Force
12,Rural,Gampaha,244,1,1,3,Female,2006,10.0,17,Passed G.C.E.(O/L)/ N.C.G.E. ,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
12,Rural,Gampaha,244,5,1,2,Female,2007,1.0,16,Passed Grade 10,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
12,Rural,Gampaha,245,1,1,3,Female,2005,7.0,18,Passed G.C.E.(O/L)/ N.C.G.E. ,Vocational / Technical Institution,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
12,Rural,Gampaha,245,7,1,2,Male,2001,3.0,22, Passed G.C.E.(A/L)/ H.N.C.E. ,Vocational / Technical Institution,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
12,Rural,Gampaha,249,7,1,3,Female,1999,12.0,24, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed
12,Rural,Gampaha,250,8,1,3,Male,2008,6.0,15,Passed Grade 9,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
12,Urban,Gampaha,251,10,1,4,Female,1995,5.0,28, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,2.0,2.0,2.0,2.0,,,,4.0,Not in Labour Force
12,Urban,Gampaha,251,10,1,5,Female,2000,6.0,23, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed
12,Rural,Gampaha,252,5,1,3,Male,1996,3.0,27,Degree ,Does not attend,Currently studying/training,2.0,2.0,2.0,3.0,,,,,Not in Labour Force
12,Rural,Gampaha,252,5,1,4,Male,2003,2.0,20,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Currently studying/training,2.0,2.0,2.0,2.0,,,,2.0,Not in Labour Force
12,Rural,Gampaha,253,8,1,3,Female,2002,10.0,21, Passed G.C.E.(A/L)/ H.N.C.E. ,University,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
12,Rural,Gampaha,256,8,1,3,Female,1999,6.0,24, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed
12,Rural,Gampaha,257,6,1,3,Male,2003,8.0,20, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,2.0,2.0,2.0,2.0,,,,9.0,Not in Labour Force
12,Rural,Gampaha,257,6,1,4,Female,2008,1.0,15,Passed Grade 10,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
12,Rural,Gampaha,260,5,1,3,Male,2001,10.0,22, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed
12,Rural,Gampaha,260,5,1,4,Male,2007,2.0,16,Passed Grade 10,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
1,Rural,Kalutara,2,4,1,3,Female,2007,8.0,15,Passed Grade 9,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
1,Rural,Kalutara,3,5,1,3,Female,1999,3.0,23,Passed Grade 10,Does not attend,Not studying,2.0,2.0,2.0,2.0,,,,2.0,Not in Labour Force
1,Rural,Kalutara,3,5,1,4,Male,2004,3.0,18,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed
1,Rural,Kalutara,4,9,1,3,Male,1993,4.0,29,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed
1,Rural,Kalutara,5,4,1,2,Female,1996,12.0,26,Passed Grade 12,University,Currently studying/training,2.0,2.0,2.0,2.0,,,,2.0,Not in Labour Force
1,Rural,Kalutara,5,8,1,3,Male,2001,12.0,21,Passed Grade 12,University,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
1,Rural,Kalutara,5,8,1,4,Male,2006,5.0,16,Passed Grade 10,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
1,Rural,Kalutara,6,2,1,3,Female,1997,11.0,25, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed
1,Rural,Kalutara,6,2,1,4,Male,2004,6.0,18,Passed G.C.E.(O/L)/ N.C.G.E. ,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
1,Rural,Kalutara,6,7,1,3,Male,1999,7.0,23, Passed G.C.E.(A/L)/ H.N.C.E. ,University,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
1,Rural,Kalutara,8,6,1,3,Male,2000,11.0,22,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed
1,Rural,Kalutara,8,6,1,4,Male,2006,8.0,16,Passed Grade 10,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
1,Estate,Kalutara,9,7,1,3,Male,2006,5.0,16,Passed Grade 10,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
1,Rural,Kalutara,10,5,1,4,Female,1995,7.0,27,Passed Grade 12,Does not attend,Not studying,1.0,,,,,,,,Employed
1,Rural,Kalutara,10,9,1,2,Female,2006,2.0,16,Passed Grade 10,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
2,Rural,Kalutara,11,3,1,3,Male,1996,5.0,26,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed
2,Rural,Kalutara,11,9,1,4,Female,1994,11.0,28,Passed Grade 10,Does not attend,Not studying,2.0,2.0,2.0,2.0,,,,2.0,Not in Labour Force
2,Rural,Kalutara,12,3,1,3,Male,2004,6.0,18,Passed Grade 12,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
2,Rural,Kalutara,12,8,1,2,Male,1994,12.0,28,Passed Grade 12,Does not attend,Not studying,2.0,2.0,2.0,2.0,,,,4.0,Not in Labour Force
2,Rural,Kalutara,13,3,1,3,Female,2001,8.0,21, Passed G.C.E.(A/L)/ H.N.C.E. ,Vocational / Technical Institution,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
2,Rural,Kalutara,13,7,1,3,Female,1993,12.0,29,Passed Grade 12,Does not attend,Not studying,2.0,2.0,2.0,2.0,,,,2.0,Not in Labour Force
2,Rural,Kalutara,15,4,1,3,Female,1997,9.0,25, Passed G.C.E.(A/L)/ H.N.C.E. ,University,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
2,Rural,Kalutara,17,1,1,2,Female,1993,5.0,29,Degree ,Does not attend,Not studying,1.0,,,,,,,,Employed
2,Rural,Kalutara,17,10,1,2,Female,1994,4.0,28,Passed Grade 10,Does not attend,Not studying,2.0,2.0,2.0,2.0,,,,2.0,Not in Labour Force
2,Rural,Kalutara,18,8,1,2,Female,1995,10.0,27,Passed Grade 10,Does not attend,Not studying,2.0,2.0,2.0,2.0,,,,2.0,Not in Labour Force
2,Rural,Kalutara,19,6,1,3,Female,2003,3.0,19,Passed Grade 12,Other Educational Institution,Not studying,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
2,Rural,Kalutara,19,6,1,4,Female,2006,7.0,16,Passed Grade 10,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
2,Rural,Kalutara,19,10,1,3,Male,1996,8.0,26, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed
2,Rural,Kalutara,19,10,1,4,Male,2000,8.0,22,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed
2,Rural,Kalutara,20,4,1,3,Female,2000,1.0,23, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,2.0,2.0,2.0,1.0,2.0,1.0,1.0,,Not in Labour Force
2,Rural,Kalutara,20,4,1,4,Male,2004,6.0,18,Passed Grade 12,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
2,Rural,Kalutara,20,8,1,3,Female,2005,7.0,17,Passed G.C.E.(O/L)/ N.C.G.E. ,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
3,Rural,Kalutara,21,3,1,3,Female,1998,9.0,24, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,2.0,2.0,2.0,1.0,1.0,,1.0,,Unemployed
3,Rural,Kalutara,21,9,1,3,Female,2007,1.0,16,Passed Grade 10,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
3,Rural,Kalutara,22,8,1,1,Male,1995,1.0,28,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed
3,Rural,Kalutara,22,8,1,2,Female,1999,3.0,24,Passed Grade 12,Does not attend,Not studying,2.0,2.0,2.0,2.0,,,,2.0,Not in Labour Force
3,Rural,Kalutara,23,3,1,3,Male,2006,9.0,16,Passed Grade 10,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
3,Rural,Kalutara,24,3,1,3,Female,1995,12.0,27,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Not studying,2.0,2.0,2.0,2.0,,,,2.0,Not in Labour Force
3,Rural,Kalutara,24,3,1,6,Male,2008,2.0,15,Passed Grade 8,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
3,Rural,Kalutara,24,8,1,2,Female,2006,4.0,16,Passed Grade 10,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
3,Rural,Kalutara,25,4,1,3,Female,2006,8.0,16,Passed Grade 9,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
3,Rural,Kalutara,25,8,1,3,Male,1998,5.0,24,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed
3,Rural,Kalutara,26,2,1,4,Female,1999,11.0,23, Passed G.C.E.(A/L)/ H.N.C.E. ,University,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
3,Rural,Kalutara,26,2,1,5,Female,2004,11.0,18,Passed Grade 12,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
3,Rural,Kalutara,27,1,1,3,Female,1996,7.0,26, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed
3,Rural,Kalutara,27,10,1,2,Male,2002,11.0,20,Passed Grade 12,Other Educational Institution,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
3,Rural,Kalutara,29,4,1,4,Female,1993,7.0,29,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Not studying,2.0,2.0,2.0,1.0,1.0,,1.0,,Unemployed
3,Rural,Kalutara,29,4,1,5,Female,1999,12.0,23,Passed Grade 10,Vocational / Technical Institution,Currently studying/training,2.0,2.0,2.0,1.0,2.0,7.0,2.0,1.0,Not in Labour Force
3,Rural,Kalutara,29,8,1,2,Female,1995,6.0,27, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,2.0,2.0,2.0,2.0,,,,2.0,Not in Labour Force
3,Rural,Kalutara,30,2,1,3,Male,1996,10.0,26,Passed Grade 12,Does not attend,Not studying,2.0,1.0,,,,,,,Employed
3,Rural,Kalutara,30,2,1,4,Male,2000,12.0,22,Passed Grade 10,Does not attend,Not studying,2.0,2.0,2.0,2.0,,,,2.0,Not in Labour Force
3,Rural,Kalutara,30,2,1,6,Female,2001,3.0,21,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed
3,Rural,Kalutara,30,8,1,3,Male,2005,3.0,18,Passed G.C.E.(O/L)/ N.C.G.E. ,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
4,Rural,Kalutara,31,2,1,2,Male,2000,6.0,22, Passed G.C.E.(A/L)/ H.N.C.E. ,University,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
4,Rural,Kalutara,32,4,1,2,Male,2005,8.0,17,Passed Grade 12,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
4,Rural,Kalutara,32,4,1,3,Male,2007,5.0,15,Passed Grade 10,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
4,Rural,Kalutara,33,9,1,3,Male,1997,3.0,26, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Currently studying/training,1.0,,,,,,,,Employed
4,Rural,Kalutara,33,9,1,4,Female,2002,7.0,20, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Currently studying/training,2.0,2.0,2.0,1.0,2.0,4.0,1.0,,Not in Labour Force
4,Rural,Kalutara,35,5,1,3,Female,2001,3.0,22,Passed Grade 12,University,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
4,Rural,Kalutara,35,5,1,4,Male,2003,5.0,19,Passed Grade 12,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
4,Rural,Kalutara,35,9,1,4,Female,1997,10.0,25, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed
4,Rural,Kalutara,36,8,1,3,Male,2006,11.0,16,Passed Grade 10,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
4,Urban,Kalutara,37,3,1,3,Female,2004,3.0,19,Passed Grade 12,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
4,Urban,Kalutara,37,7,1,2,Male,2000,4.0,23,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed
4,Urban,Kalutara,37,7,1,3,Female,2006,10.0,16,Passed Grade 10,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
4,Rural,Kalutara,38,3,1,2,Male,2001,6.0,21, Passed G.C.E.(A/L)/ H.N.C.E. ,University,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
4,Rural,Kalutara,38,8,1,3,Male,2006,1.0,17,Passed G.C.E.(O/L)/ N.C.G.E. ,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
4,Estate,Kalutara,40,9,1,3,Female,1996,4.0,27,Passed Grade 10,Does not attend,Not studying,2.0,2.0,2.0,2.0,,,,4.0,Not in Labour Force
4,Estate,Kalutara,40,9,1,4,Male,1998,1.0,25,Passed Grade 10,Does not attend,Not studying,2.0,2.0,2.0,1.0,2.0,3.0,1.0,,Not in Labour Force
5,Rural,Kalutara,41,8,1,3,Male,1998,7.0,24, Passed G.C.E.(A/L)/ H.N.C.E. ,University,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
5,Rural,Kalutara,42,9,1,4,Male,2003,8.0,19,Passed Grade 12,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
5,Rural,Kalutara,44,5,1,3,Female,2000,6.0,22, Passed G.C.E.(A/L)/ H.N.C.E. ,University,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
5,Rural,Kalutara,44,5,1,4,Male,2002,1.0,21,Passed Grade 12,Does not attend,Not studying,1.0,,,,,,,,Employed
5,Rural,Kalutara,44,5,1,5,Male,2008,4.0,15,Passed Grade 9,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
5,Rural,Kalutara,44,10,1,3,Male,1996,8.0,26, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed
5,Rural,Kalutara,44,10,1,4,Male,2004,2.0,19,Passed Grade 12,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
5,Rural,Kalutara,45,7,1,3,Male,2002,4.0,21,Passed Grade 12,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
5,Rural,Kalutara,46,2,1,4,Female,1998,5.0,25,Passed Grade 10,Does not attend,Not studying,2.0,2.0,2.0,2.0,,,,2.0,Not in Labour Force
5,Urban,Kalutara,48,1,1,2,Female,1997,6.0,25,Degree ,Does not attend,Currently studying/training,1.0,,,,,,,,Employed
5,Urban,Kalutara,48,1,1,3,Female,2000,1.0,23, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,2.0,2.0,2.0,2.0,,,,2.0,Not in Labour Force
5,Urban,Kalutara,48,5,1,3,Male,2004,12.0,18,Passed G.C.E.(O/L)/ N.C.G.E. ,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
5,Urban,Kalutara,48,5,1,4,Female,2008,1.0,15,Passed Grade 10,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
5,Urban,Kalutara,48,9,1,2,Female,2003,4.0,20,Passed Grade 12,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
5,Urban,Kalutara,48,9,1,3,Female,2006,9.0,16,Passed Grade 10,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
5,Rural,Kalutara,49,4,1,3,Male,2005,11.0,17,Passed G.C.E.(O/L)/ N.C.G.E. ,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
5,Rural,Kalutara,49,9,1,3,Female,1997,7.0,25, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,2.0,2.0,2.0,3.0,,,,,Not in Labour Force
