MONTH,SECTOR,DISTRICT,PSU,HUNIT,HHOLD,SERNO,SEX,BYEAR,BMONTH,AGE,EDU,CUEDU,P21,Q2,Q4,Q6_A,Q47,Q48,Q50,Q51,Q52,employment_status
1,Urban,Colombo,1,2,1,2,Male,1993,4.0,29, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed
1,Urban,Colombo,1,6,1,3,Male,2003,3.0,19,Passed Grade 5,Does not attend,Not studying,2.0,2.0,2.0,2.0,,,,4.0,Not in Labour Force
1,Urban,Colombo,1,6,1,4,Male,2006,3.0,16,Passed Grade 7,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
1,Urban,Colombo,1,10,1,2,Male,2007,7.0,15,Passed Grade 9,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
1,Urban,Colombo,2,8,1,2,Female,1999,11.0,23,Degree ,Other Educational Institution,Not studying,1.0,,,,,,,,Employed
1,Rural,Colombo,3,9,1,3,Male,2002,7.0,20, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed
1,Rural,Colombo,3,9,1,4,Male,2005,10.0,17,Passed G.C.E.(O/L)/ N.C.G.E. ,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
1,Urban,Colombo,5,8,1,2,Male,1995,12.0,27, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed
1,Urban,Colombo,6,2,1,3,Male,2004,2.0,18, Passed G.C.E.(A/L)/ H.N.C.E. ,University,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
1,Urban,Colombo,6,2,1,4,Male,2005,7.0,17, Passed G.C.E.(A/L)/ H.N.C.E. ,University,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
1,Rural,Colombo,8,6,1,3,Male,1996,5.0,26,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed
1,Rural,Colombo,8,6,1,4,Male,1998,2.0,24,Passed Grade 9,Does not attend,Not studying,1.0,,,,,,,,Employed
1,Estate,Colombo,9,4,1,3,Male,1996,5.0,26,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed
1,Estate,Colombo,9,4,1,4,Male,2001,6.0,21,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed
1,Urban,Colombo,13,3,1,3,Male,2000,7.0,22,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed
1,Urban,Colombo,13,3,1,4,Female,2003,9.0,19,Passed Grade 10,Does not attend,Not studying,2.0,2.0,2.0,2.0,,,,9.0,Not in Labour Force
1,Urban,Colombo,13,3,1,5,Female,2002,9.0,20,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Not studying,2.0,2.0,2.0,2.0,,,,2.0,Not in Labour Force
1,Urban,Colombo,13,7,1,4,Male,1999,2.0,23,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed
1,Urban,Colombo,13,7,1,5,Female,2003,4.0,19,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Not studying,2.0,2.0,2.0,1.0,1.0,,1.0,,Unemployed
1,Urban,Colombo,14,6,1,3,Female,1995,9.0,27,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Not studying,2.0,2.0,2.0,2.0,,,,2.0,Not in Labour Force
1,Urban,Colombo,14,6,1,6,Male,2006,11.0,16,Passed Grade 10,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
1,Urban,Colombo,15,5,1,3,Male,2007,1.0,16,Passed Grade 10,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
1,Urban,Colombo,16,5,1,3,Male,1993,12.0,29, Passed G.C.E.(A/L)/ H.N.C.E. ,Other Educational Institution,Currently studying/training,1.0,,,,,,,,Employed
1,Urban,Colombo,16,10,1,3,Male,2004,6.0,18,Passed Grade 10,Vocational / Technical Institution,Currently studying/training,1.0,,,,,,,,Employed
1,Urban,Colombo,18,2,1,3,Female,2005,7.0,17,Passed G.C.E.(O/L)/ N.C.G.E. ,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
1,Urban,Colombo,18,10,1,3,Female,2001,9.0,21, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,2.0,2.0,2.0,1.0,1.0,,1.0,,Unemployed
1,Urban,Colombo,19,4,1,3,Female,2005,3.0,17,Passed G.C.E.(O/L)/ N.C.G.E. ,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
1,Urban,Colombo,19,4,1,5,Female,1997,2.0,25, Passed G.C.E.(A/L)/ H.N.C.E. ,Other Educational Institution,Currently studying/training,1.0,,,,,,,,Employed
1,Urban,Colombo,20,4,1,7,Male,2007,7.0,15,Passed Grade 9,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
1,Urban,Colombo,20,8,1,3,Female,2007,3.0,15,Passed Grade 9,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
1,Urban,Colombo,21,8,1,4,Male,2004,12.0,18,Passed Grade 10,Vocational / Technical Institution,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
2,Urban,Colombo,23,5,1,3,Male,2004,3.0,18,Passed Grade 12,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
2,Urban,Colombo,24,1,1,3,Female,1995,5.0,27, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed
2,Urban,Colombo,24,1,1,4,Female,1998,8.0,24, Passed G.C.E.(A/L)/ H.N.C.E. ,University,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
2,Rural,Colombo,25,1,1,3,Male,2001,5.0,21, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,2.0,2.0,2.0,1.0,1.0,,1.0,,Unemployed
2,Rural,Colombo,25,1,1,4,Male,2004,6.0,18,Passed G.C.E.(O/L)/ N.C.G.E. ,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
2,Rural,Colombo,25,5,1,3,Male,2005,11.0,17,Passed G.C.E.(O/L)/ N.C.G.E. ,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
2,Rural,Colombo,25,10,1,4,Female,2006,7.0,16,Passed Grade 10,Does not attend,Not studying,2.0,2.0,2.0,2.0,,,,2.0,Not in Labour Force
2,Urban,Colombo,27,3,1,3,Female,1998,10.0,24, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Currently studying/training,1.0,,,,,,,,Employed
2,Urban,Colombo,27,3,1,4,Male,2004,1.0,19,Passed Grade 12,Does not attend,Not studying,2.0,2.0,2.0,2.0,,,,9.0,Not in Labour Force
2,Rural,Colombo,28,10,1,3,Male,2000,11.0,22,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed
2,Rural,Colombo,29,10,1,3,Male,2002,5.0,20,Passed Grade 12,Other Educational Institution,Currently studying/training,1.0,,,,,,,,Employed
2,Rural,Colombo,30,4,1,3,Female,2000,5.0,22, Passed G.C.E.(A/L)/ H.N.C.E. ,University,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
2,Rural,Colombo,30,4,1,4,Male,2008,1.0,15,Passed Grade 9,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
2,Rural,Colombo,31,6,1,2,Male,2003,8.0,19,Passed Grade 12,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
2,Urban,Colombo,32,3,1,3,Female,2002,12.0,20, Passed G.C.E.(A/L)/ H.N.C.E. ,University,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
2,Urban,Colombo,32,10,1,4,Female,2001,9.0,21, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,2.0,2.0,2.0,1.0,1.0,,1.0,,Unemployed
2,Urban,Colombo,33,6,1,4,Female,2003,12.0,19,Passed Grade 12,Other Educational Institution,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
2,Urban,Colombo,34,4,1,3,Male,1997,7.0,25, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,2.0,2.0,2.0,1.0,1.0,,1.0,,Unemployed
2,Urban,Colombo,34,8,1,3,Female,1999,11.0,23,Degree ,Does not attend,Not studying,1.0,,,,,,,,Employed
2,Urban,Colombo,34,8,1,4,Male,2001,6.0,21, Passed G.C.E.(A/L)/ H.N.C.E. ,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
2,Urban,Colombo,34,8,1,5,Male,2007,4.0,15,Passed Grade 9,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
2,Urban,Colombo,35,2,1,3,Male,2002,1.0,21,Passed Grade 12,Other Educational Institution,Not studying,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
2,Urban,Colombo,35,2,1,4,Female,1998,4.0,24,Passed Grade 12,Does not attend,Not studying,1.0,,,,,,,,Employed
2,Urban,Colombo,35,2,1,5,Male,1995,1.0,28,Passed Grade 10,Does not attend,Not studying,2.0,2.0,2.0,1.0,1.0,,1.0,,Unemployed
2,Urban,Colombo,35,6,1,6,Female,9999,,22,Passed Grade 10,Other Educational Institution,Not studying,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
2,Urban,Colombo,36,6,1,3,Male,2001,5.0,21,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed
2,Urban,Colombo,36,6,1,4,Male,2004,9.0,18,Passed G.C.E.(O/L)/ N.C.G.E. ,Other Educational Institution,Not studying,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
2,Urban,Colombo,37,5,1,3,Female,2000,12.0,22, Passed G.C.E.(A/L)/ H.N.C.E. ,University,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
2,Urban,Colombo,37,5,1,4,Female,2000,12.0,22, Passed G.C.E.(A/L)/ H.N.C.E. ,Vocational / Technical Institution,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
2,Urban,Colombo,38,4,1,3,Male,1997,11.0,25, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,2.0,2.0,2.0,1.0,1.0,,1.0,,Unemployed
2,Urban,Colombo,38,8,1,3,Female,2000,4.0,22, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed
2,Urban,Colombo,38,8,1,4,Female,2007,3.0,15,Passed Grade 9,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
2,Urban,Colombo,39,2,1,3,Male,1999,11.0,23, Passed G.C.E.(A/L)/ H.N.C.E. ,Vocational / Technical Institution,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
3,Urban,Colombo,42,3,1,3,Male,2006,9.0,16,Passed Grade 10,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
3,Urban,Colombo,42,7,1,4,Male,2005,1.0,18,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed
3,Urban,Colombo,43,2,1,3,Male,2006,12.0,16,Passed Grade 10,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
3,Urban,Colombo,43,2,1,4,Male,2006,12.0,16,Passed Grade 10,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
3,Rural,Colombo,44,8,1,5,Male,1993,8.0,29,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed
3,Urban,Colombo,45,3,1,5,Female,1995,8.0,27,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed
3,Urban,Colombo,45,9,1,2,Female,1994,3.0,29, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,2.0,2.0,2.0,2.0,,,,2.0,Not in Labour Force
3,Urban,Colombo,46,4,1,2,Male,2002,10.0,20,Passed Grade 10,Does not attend,Not studying,2.0,2.0,2.0,2.0,,,,4.0,Not in Labour Force
3,Rural,Colombo,47,6,1,3,Female,1999,10.0,23, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,2.0,2.0,2.0,2.0,,,,9.0,Not in Labour Force
3,Rural,Colombo,47,6,1,4,Female,2007,6.0,15,Passed Grade 9,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
3,Rural,Colombo,48,7,1,3,Female,1995,9.0,27,Degree ,Does not attend,Not studying,1.0,,,,,,,,Employed
3,Rural,Colombo,48,7,1,4,Male,2003,10.0,19, Passed G.C.E.(A/L)/ H.N.C.E. ,University,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
3,Rural,Colombo,49,6,1,3,Female,2004,3.0,19,Passed Grade 12,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
3,Rural,Colombo,49,6,1,4,Female,2005,12.0,17,Passed G.C.E.(O/L)/ N.C.G.E. ,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,2.0,Not in Labour Force
3,Rural,Colombo,50,10,1,3,Male,1998,1.0,25, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed
3,Rural,Colombo,50,10,1,4,Male,2002,2.0,21,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed
3,Rural,Colombo,50,10,1,5,Female,2002,7.0,20,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Not studying,2.0,2.0,2.0,2.0,,,,2.0,Not in Labour Force
3,Urban,Colombo,52,6,1,3,Female,1994,7.0,28,Degree ,Does not attend,Not studying,1.0,,,,,,,,Employed
3,Urban,Colombo,52,6,1,4,Female,2001,4.0,21, Passed G.C.E.(A/L)/ H.N.C.E. ,University,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
3,Urban,Colombo,54,7,1,3,Male,2004,4.0,18,Passed G.C.E.(O/L)/ N.C.G.E. ,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
3,Urban,Colombo,54,7,1,4,Female,2007,10.0,15,Passed Grade 9,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
3,Urban,Colombo,56,3,1,3,Female,2005,10.0,17,Passed G.C.E.(O/L)/ N.C.G.E. ,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
3,Urban,Colombo,56,9,1,3,Male,2003,12.0,19,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Not studying,2.0,2.0,2.0,3.0,,,,,Not in Labour Force
3,Urban,Colombo,57,7,1,3,Female,1996,6.0,26, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed
3,Urban,Colombo,58,2,1,2,Male,1995,4.0,27, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed
3,Urban,Colombo,59,6,1,5,Female,2002,3.0,21,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed
3,Urban,Colombo,59,10,1,3,Male,1998,3.0,25, Passed G.C.E.(A/L)/ H.N.C.E. ,University,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
3,Urban,Colombo,59,10,1,4,Female,2006,4.0,16,Passed Grade 10,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
3,Urban,Colombo,60,10,1,4,Male,1999,4.0,23, Passed G.C.E.(A/L)/ H.N.C.E. ,Other Educational Institution,Not studying,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
3,Urban,Colombo,61,4,1,1,Male,1996,8.0,26, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed
3,Urban,Colombo,61,4,1,2,Female,1999,4.0,23, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,2.0,2.0,2.0,2.0,,,,2.0,Not in Labour Force
3,Urban,Colombo,61,8,1,1,Male,1997,6.0,25,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed
4,Urban,Colombo,63,5,1,3,Male,2000,9.0,22, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,2.0,2.0,2.0,2.0,,,,9.0,Not in Labour Force
4,Urban,Colombo,63,5,1,4,Female,2005,11.0,17,Passed G.C.E.(O/L)/ N.C.G.E. ,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
4,Rural,Colombo,65,5,1,3,Male,2004,10.0,18,Passed Grade 12,Other Educational Institution,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
4,Urban,Colombo,67,1,1,4,Male,1995,1.0,28,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed
4,Urban,Colombo,68,1,1,2,Male,1996,7.0,26, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed
4,Urban,Colombo,68,1,1,3,Male,2000,6.0,22, Passed G.C.E.(A/L)/ H.N.C.E. ,Other Educational Institution,Currently studying/training,1.0,,,,,,,,Employed
4,Urban,Colombo,68,8,1,3,Female,2007,9.0,15,Passed Grade 10,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
4,Rural,Colombo,72,2,1,3,Female,2004,9.0,18,Passed Grade 12,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
4,Urban,Colombo,73,8,1,3,Male,2002,6.0,20,Passed Grade 12,Vocational / Technical Institution,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
4,Urban,Colombo,74,3,1,3,Female,2002,5.0,20,Passed G.C.E.(O/L)/ N.C.G.E. ,Other Educational Institution,Currently studying/training,2.0,2.0,2.0,1.0,1.0,,2.0,1.0,Not in Labour Force
4,Urban,Colombo,74,3,1,4,Female,2006,8.0,16,Passed Grade 10,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
4,Urban,Colombo,75,4,1,5,Female,1995,8.0,27,Passed Grade 10,Does not attend,Not studying,2.0,2.0,2.0,2.0,,,,2.0,Not in Labour Force
4,Urban,Colombo,77,10,1,3,Male,1995,12.0,27,Passed Grade 12,Does not attend,Not studying,1.0,,,,,,,,Employed
4,Urban,Colombo,79,2,1,6,Female,1997,4.0,26, Passed G.C.E.(A/L)/ H.N.C.E. ,Other Educational Institution,Currently studying/training,1.0,,,,,,,,Employed
4,Urban,Colombo,79,2,1,7,Male,2004,9.0,18,Passed Grade 12,School,Currently studying/training,1.0,,,,,,,,Employed
4,Urban,Colombo,79,6,1,3,Male,2002,12.0,20,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed
4,Urban,Colombo,79,6,1,4,Male,2005,2.0,18,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed
4,Urban,Colombo,80,1,1,3,Male,1997,9.0,25,Post Graduate Degree/ Diploma ,Other Educational Institution,Currently studying/training,1.0,,,,,,,,Employed
4,Urban,Colombo,80,1,1,4,Female,2004,10.0,18,Passed Grade 12,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
4,Urban,Colombo,81,1,1,3,Female,1996,8.0,26,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed
4,Urban,Colombo,81,6,1,1,Male,1994,10.0,28,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed
4,Urban,Colombo,81,6,1,2,Female,1995,5.0,27,Passed Grade 10,Does not attend,Not studying,2.0,2.0,2.0,2.0,,,,2.0,Not in Labour Force
5,Urban,Colombo,83,9,1,2,Female,1994,5.0,28,Passed Grade 9,Does not attend,Not studying,2.0,1.0,,,,,,,Employed
5,Urban,Colombo,84,7,1,2,Female,1995,6.0,27, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,2.0,2.0,2.0,1.0,1.0,,1.0,,Unemployed
5,Urban,Colombo,84,7,1,4,Male,1996,11.0,26,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed
5,Rural,Colombo,86,1,1,2,Male,1995,4.0,28,Passed Grade 10,Does not attend,Not studying,2.0,2.0,2.0,1.0,1.0,,1.0,,Unemployed
5,Rural,Colombo,86,6,1,3,Female,1998,2.0,25, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed
5,Rural,Colombo,86,6,1,4,Female,2000,9.0,22, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed
5,Rural,Colombo,86,6,1,5,Female,2005,2.0,18,Passed Grade 10,Other Educational Institution,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
5,Urban,Colombo,87,2,1,3,Male,2005,7.0,17,Passed G.C.E.(O/L)/ N.C.G.E. ,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
5,Urban,Colombo,88,10,1,3,Male,2008,5.0,15,Passed Grade 9,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
5,Rural,Colombo,89,2,1,4,Male,2005,6.0,17,Passed Grade 12,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
5,Rural,Colombo,90,1,1,2,Male,2003,4.0,20,Passed Grade 10,Other Educational Institution,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
5,Rural,Colombo,90,1,1,3,Male,2006,2.0,17,Passed G.C.E.(O/L)/ N.C.G.E. ,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
5,Rural,Colombo,90,5,1,3,Male,2003,1.0,20, Passed G.C.E.(A/L)/ H.N.C.E. ,University,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
5,Rural,Colombo,91,1,1,3,Male,2004,4.0,19,Passed G.C.E.(O/L)/ N.C.G.E. ,Other Educational Institution,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
5,Rural,Colombo,91,5,1,4,Female,1995,2.0,28,Degree ,Does not attend,Not studying,1.0,,,,,,,,Employed
5,Rural,Colombo,91,5,1,5,Female,1994,1.0,29, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed
5,Estate,Colombo,92,5,1,3,Female,1997,9.0,25,Passed Grade 10,Does not attend,Not studying,2.0,2.0,2.0,2.0,,,,2.0,Not in Labour Force
5,Estate,Colombo,92,5,1,4,Male,1996,6.0,26,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed
5,Estate,Colombo,92,5,1,7,Male,1999,10.0,23,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed
5,Urban,Colombo,93,6,1,3,Male,1997,10.0,25, Passed G.C.E.(A/L)/ H.N.C.E. ,Other Educational Institution,Currently studying/training,1.0,,,,,,,,Employed
5,Urban,Colombo,93,6,1,4,Female,2005,6.0,17,Passed Grade 12,Other Educational Institution,Currently studying/training,2.0,2.0,2.0,1.0,2.0,7.0,1.0,,Not in Labour Force
5,Urban,Colombo,94,6,1,3,Female,2003,5.0,20,Passed Grade 12,Other Educational Institution,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
5,Urban,Colombo,95,1,1,3,Male,2000,6.0,22, Passed G.C.E.(A/L)/ H.N.C.E. ,University,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
5,Urban,Colombo,95,1,1,4,Female,2002,10.0,20, Passed G.C.E.(A/L)/ H.N.C.E. ,University,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
5,Urban,Colombo,96,5,1,3,Male,2001,12.0,21, Passed G.C.E.(A/L)/ H.N.C.E. ,Vocational / Technical Institution,Currently studying/training,1.0,,,,,,,,Employed
5,Urban,Colombo,97,1,1,6,Female,9999,,20,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Not studying,2.0,2.0,2.0,1.0,1.0,,1.0,,Unemployed
5,Urban,Colombo,98,2,1,2,Male,1999,8.0,23,Passed Grade 12,Does not attend,Not studying,1.0,,,,,,,,Employed
5,Urban,Colombo,98,2,1,3,Male,2001,3.0,22,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed
5,Urban,Colombo,98,2,1,4,Female,2002,6.0,20,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed
5,Urban,Colombo,98,2,1,5,Female,2005,9.0,17,Passed G.C.E.(O/L)/ N.C.G.E. ,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
5,Urban,Colombo,98,10,1,5,Male,1996,3.0,27,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed
5,Urban,Colombo,100,5,1,1,Male,1995,10.0,27,Passed Grade 10,Does not attend,Not studying,2.0,1.0,,,,,,,Employed
5,Urban,Colombo,100,5,1,2,Female,1996,2.0,27,Passed Grade 10,Does not attend,Not studying,2.0,2.0,2.0,2.0,,,,2.0,Not in Labour Force
5,Urban,Colombo,100,9,1,3,Male,1999,4.0,24,Passed Grade 5,Does not attend,Not studying,2.0,2.0,2.0,2.0,,,,4.0,Not in Labour Force
5,Urban,Colombo,101,3,1,3,Female,2004,7.0,18,Passed G.C.E.(O/L)/ N.C.G.E. ,Other Educational Institution,Currently studying/training,2.0,2.0,2.0,1.0,1.0,,1.0,,Unemployed
5,Urban,Colombo,101,3,1,4,Male,2007,3.0,16,Passed Grade 10,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
6,Urban,Colombo,104,2,1,2,Male,2002,3.0,21, Passed G.C.E.(A/L)/ H.N.C.E. ,University,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
6,Urban,Colombo,104,10,1,4,Male,1996,5.0,27,Passed Grade 9,Does not attend,Not studying,2.0,2.0,2.0,1.0,1.0,,1.0,,Unemployed
6,Rural,Colombo,105,9,1,3,Female,2006,7.0,16,Passed Grade 10,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
6,Urban,Colombo,107,3,1,8,Male,2005,6.0,18,Passed Grade 12,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
6,Urban,Colombo,107,3,1,9,Male,2006,6.0,17,Passed Grade 10,School,Currently studying/training,2.0,2.0,2.0,2.0,,,,1.0,Not in Labour Force
6,Urban,Colombo,107,9,1,3,Male,2000,1.0,23,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed
6,Urban,Colombo,107,9,1,4,Male,2003,4.0,20,Passed Grade 12,Does not attend,Not studying,1.0,,,,,,,,Employed
6,Rural,Colombo,109,7,1,2,Male,1996,10.0,26,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Not studying,2.0,2.0,2.0,3.0,,,,,Not in Labour Force
